hour,kind,name,from_w,to_w,loading_percent,p_from_mw
h_05,line,138 kV Puerto Plata 2 – San Felipe L1,,,,0.0
h_05,line,138 kV Agua Clara – Navarrete 2_b,WXCE1E,WXAC2E,9.940248482473288,-15.690877946912376
h_05,line,138 kV Guanillo – Guayubín_b,WXGN1E,WGUAYE,22.637066461620638,35.36530628523499
h_05,line,138 kV Agua Clara – Guanillo_b,WXAC1E,WXGN2E,7.87084016017537,12.062773180139557
h_05,line,138 kV Agua Clara – Navarrete 2_a,WXAC2E,WACLAE,9.960391768992205,-15.717647331501833
h_05,line,138 kV Agua Clara – Guanillo_c,WXAC1E,WACLAE,7.789836525857566,-12.062773180140148
h_05,line,138 kV Agua Clara – Guanillo_a,WXGN2E,WGNLLE,8.016858276376942,12.054498750984195
h_05,line,138 kV Guanillo – Guayubín_a,WXGN1E,WGNLLE,22.60006694494872,-35.36530628523494
h_05,line,138 kV Matrisol – Río San Juan_b,WRSJUE,WX2MTE,4.200820927947117,-5.902249747310723
h_05,line,138 kV Guayubín – Monte Cristi_b,WGUAYE,WMONTE,22.813847977464743,35.311154451314515
h_05,line,138 kV Los Guzmancito – Navarrete 2_b,WXLG1E,WNA21E,5.858915196132543,-13.054305455027354
h_05,line,138 kV El Naranjo – Puerto Plata 2_c,WXLG3E,WPP21E,9.641714076763606,27.710755724346953
h_05,line,138 kV El Naranjo – Puerto Plata 2_b,WXNV2E,WXLG3E,10.003833125490608,27.80175626822957
h_05,line,138 kV Los Guzmancito – Navarrete 2_a,WXLG1E,WLGUZE,5.329136166900948,13.054305455027432
h_05,line,138 kV Los Guzmancito – Puerto Plata 2_a,WXLG2E,WLGUZE,19.988727253854798,-63.120408250940244
h_05,line,138 kV Matrisol – Nagua 2_b,WX1MTE,WNAG2E,3.886139584427136,-5.911030044102753
h_05,line,138 kV Dajabón – Monte Cristi,WMONTE,WDAJAE,9.3083326099792,14.491451501648331
h_05,line,138 kV El Naranjo – Navarrete 2,WNAR1E,WNA21E,4.952160614789019,7.821879621928433
h_05,line,138 kV Canabacoa – Nibaje_b,WXNI3E,WNIBAE,7.066601131489252,8.80485337244207
h_05,line,138 kV Nibaje – ZF Santiago_a,WXNI2E,WNIBAE,29.42876486421403,39.62136603599623
h_05,line,138 kV Bonao 3 – FALCONDO,WFALCE,WBO31E,0.12109042137108063,1.0684496124041896e-12
h_05,line,138 kV Canabacoa – El Naranjo L2,WCAN1E,WNAR1E,27.71485298691677,-87.337600693411
h_05,line,138 kV Canabacoa – El Naranjo L1,WCAN1E,WNAR1E,27.71485298691677,-87.337600693411
h_05,line,138 kV El Naranjo – ZF Santiago L2,WNAR1E,WZSA1E,32.782355029990306,103.82184048022063
h_05,line,138 kV El Naranjo – ZF Santiago L1,WNAR1E,WZSA1E,32.782355029990306,103.82184048022063
h_05,line,138 kV Esperanza – Navarrete 2 L1,WESP1E,WNA21E,3.7458643315254068,11.88500000000051
h_05,line,138 kV Esperanza – Navarrete 2 L2,WESP1E,WNA21E,3.7458643315254068,11.88500000000051
h_05,line,138 kV Matrisol – Nagua 2_a,WMAT1E,WX1MTE,3.902403632008574,-5.910192737249856
h_05,line,138 kV Matrisol – Río San Juan_a,WMAT1E,WX2MTE,3.922370857373963,5.910192737252264
h_05,line,34.5 kV Jánico – Tavera,WTAVEK,WJANIK,2.1450267442387334,-0.2990953058797394
h_05,line,138 kV El Naranjo – SAJOMA L2,WSAJ1E,WNAR1E,0.2730067571590761,-8.535762279089836e-14
h_05,line,138 kV El Naranjo – SAJOMA L1,WSAJ1E,WNAR1E,0.2730067571590761,-8.535762279089836e-14
h_05,line,69 kV Derivación Ingenio CAEI,WICAEF,WXICAF,0.15013184269339785,-0.06071549299896218
h_05,line,69 kV Cruce de Ocoa – km 15 de Azua_b,WXAZUF,WXABCF,11.756394292467965,3.9161993425241985
h_05,line,69 kV Cruce de Ocoa – km 15 de Azua_c,WXPLIF,WXAZUF,37.017584630481146,23.106220525496852
h_05,line,69 kV Derivación Baní Matadero,WXBMAF,WBMATF,28.53615199493602,11.73996981633254
h_05,line,69 kV Sabaneta – San Juan_a,WSJUAF,WXSABF,5.021246209635169,-3.9515502169793133
h_05,line,69 kV km 15 de Azua – Sabana Yegua_c,WXVILF,WXSYEF,8.490540826782441,-6.649770150236798
h_05,line,69 kV Cruce de Ocoa – km 15 de Azua_a,WXABCF,WCOCOF,11.323243283572682,1.8283710966524476
h_05,line,69 kV Cruce de Ocoa – Pizarrete_a,WCOCOF,WXBAPF,19.193336202185392,-4.071291879918502
h_05,line,69 kV Cruce de Ocoa – San José de Ocoa,WCOCOF,WSJOCF,13.567408135369096,4.682409920734493
h_05,line,69 kV Cruce de Ocoa – km 15 de Azua_d,WXAIAF,WXPLIF,37.73195114241757,23.54855737924105
h_05,line,69 kV Cruce de Ocoa – Pizarrete_e,WXPZ1F,WXBANF,69.82310551524796,44.39857654192665
h_05,line,69 kV Cruce de Ocoa – Pizarrete_d,WXLFAF,WXBANF,49.00900378215499,-30.70246980493112
h_05,line,69 kV Cruce de Ocoa – Pizarrete_c,WXBMAF,WXLFAF,48.678135687681184,-30.46192710512252
h_05,line,69 kV Cruce de Ocoa – Pizarrete_b,WXBAPF,WXBMAF,30.95722390623838,-18.70659931730315
h_05,line,69 kV Goya – Pizarrete_d,WXAISF,WGOYAF,1.446696896052,0.60207620692139
h_05,line,69 kV Derivación ZF Villa Altagracia_a,WXCINF,WXVALF,19.343996627829206,7.7969885143857525
h_05,line,69 kV Derivación ZF Villa Altagracia_b,WXVALF,WZVALF,0.6405453962936328,0.25977443272312173
h_05,line,69 kV REFIDOMSA – LAFZID_b,WLAFZF,WRPETF,16.61905220704765,-12.033922896499641
h_05,line,69 kV Haina – Herrera_b L1,WXCOHF,WXOFAF,0.10040020762366714,0.01674934156353027
h_05,line,69 kV Haina – Puerto de Haina_b,WXPHAF,WPHAIF,2.7479338305960836,1.1776912901795473
h_05,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_e,WXVNOF,WASOEF,4.513532723329764,1.7569962597635997
h_05,line,69 kV Barahona – Cruce de Cabral_b,WXIBAF,WXZBAF,0.8699999190229436,-0.34335928061000737
h_05,line,69 kV Barahona – Cruce de Cabral_a,,WXIBAF,0.010700109745783695,5.787929272506926e-13
h_05,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_d,WXKQAF,WXVNOF,25.326865261334667,13.31763930840088
h_05,line,69 kV Derivación Ingenio Barahona,WXIBAF,WIBARF,0.8781993145987939,0.3433592805014818
h_05,line,69 kV Barahona – Cruce de Cabral_c,WXZBAF,WCCABF,2.937913187000205,-1.1682353244367478
h_05,line,69 kV Duvergé – Neyba,WDUVEF,WNEYBF,31.639663592979417,13.488643886690005
h_05,line,69 kV Cruce de Cabral – Duvergé_c,WXSALF,WDUVEF,43.87428667141543,17.610927199698008
h_05,line,69 kV Cruce de Cabral – Duvergé_a,WCCABF,WXKINF,57.21805264307852,25.550494439540866
h_05,line,69 kV Derivación Aluminio Dominicano,WXALDF,WADOMF,0.19503087419020806,0.09002661483271873
h_05,line,69 kV Haina – Herrera_b L2,WXPFLF,WXTORF,1.5271901164151815,1.2216593353394292
h_05,line,69 kV Elías Piña – San Juan 2_c,WXLMFF,WEPINF,5.456575409619148,4.082151524037502
h_05,line,69 kV Derivación Domingo Rodríguez,WXDROF,WDRODF,2.8608141855824583,-2.1989980465060905
h_05,line,69 kV Haina – Kilómetro 10.5_b,WXBOHF,WKDMBF,34.46801990200743,22.89872750202888
h_05,line,69 kV Sabaneta – San Juan_b,WXSABF,WSABAF,10.749507156905713,-3.951918313613222
h_05,line,69 kV Derivación Zona Franca Barahona,WZBARF,WXZBAF,2.108390737456783,-0.8247750287479108
h_05,line,69 kV San Juan – San Juan 2,WSJU2F,WSJUAF,14.290251383561504,10.207660885376553
h_05,line,69 kV km 15 Azua – Los Toros,WKQA1F,WLTORF,8.624037353557009,-6.7797352695131945
h_05,line,69 kV Cruce de Ocoa – km 15 de Azua_e,WXAIAF,WKQA1F,37.73146152249415,-23.548557379237458
h_05,line,69 kV km 15 de Azua – Sabana Yegua_a,WKQA1F,WMAGUF,1.8096351793160925,-1.082907259744656
h_05,line,69 kV km 15 Azua – Quita Coraza_a,WKQA1F,WXQCOF,3.8291007832274113,1.5048521697512243
h_05,line,69 kV Duvergé – Las Damas,WDUVEF,WLDAMF,6.029672391654571,0.9830962132740126
h_05,line,69 kV km 15 de Azua – Sabana Yegua_d,WXSYEF,WSYEGF,8.477645743101922,-6.658514096921905
h_05,line,69 kV LAFZID – Cementos Colón_d,WCCOLF,WXCCOF,2.4465943468249924,-1.8184016345266452
h_05,line,69 kV Pizarrete – Madre Vieja_e,WXICAF,WXYAGF,44.55820577959525,30.049601590877817
h_05,line,69 kV Derivación Guanito 2,WXGU2F,WGUA2F,2.295721346821237,1.665503363419652
h_05,line,69 kV Derivación Acueducto INAPA SCN,WXAISF,WAISCF,0.42186166807858744,0.30567164836157623
h_05,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_b,WXABRF,WXSCAF,33.527747896665886,13.530861498617542
h_05,line,69 kV Cruce Cabral – Cruce Cabral 2,WCCA2F,WCCABF,34.3643296946453,26.726431284853152
h_05,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_a,WCCA2F,WXABRF,33.479348838512806,13.579677029087467
h_05,line,69 kV Derivación SODOCAL_b,WXSODF,WSODOF,0.3854400508060429,0.2931101175986056
h_05,line,69 kV Derivación SODOCAL_a,WMVIEF,WXSODF,0.3835398128578555,0.2931108829664699
h_05,line,69 kV Barahona – Barahona Carbón,WBAR1F,WXBARF,25.091641707085817,-18.90554835999863
h_05,line,69 kV Haina – REFIDOMSA_a,WHAINF,WXOJIF,39.56922213257248,20.323532928955387
h_05,line,69 kV Derivación Azua,WAZUAF,WXAZUF,30.93561883410286,-19.13898895999772
h_05,line,69 kV Cruce Cabral 2 – Acd Sur-Oeste_c,WXSCAF,WXKQAF,33.69656333386109,13.341844566143038
h_05,line,69 kV Derivación Las Matas de Farfán,WLMFAF,WXLMFF,7.090983919617974,-5.275966982999781
h_05,line,69 kV Derivación Pizarrete Distribución,WPIZDF,WXPZ1F,10.782205906521726,-7.319067000895109
h_05,line,69 kV Derivación Solar Canoa,WXSCAF,WSCANF,0.06045736489730541,2.0219504535974402e-07
h_05,line,69 kV Cruce de Cabral – Duvergé_b,WXKINF,WXSALF,46.727775334450214,19.613586239981977
h_05,line,69 kV San Juan 2 – Vallejuelo,WSJU2F,WVALLF,1.8011468404012017,1.3076201869716584
h_05,line,69 kV Haina – Herrera_a L1,,WXOFAF,0.04574826951066391,0.0
h_05,line,69 kV Haina – Puerto de Haina_a,WHAINF,WXPHAF,1.5737719136222232,1.177770546612649
h_05,line,69 kV Haina – Herrera_a L2,WXTORF,,0.10933421738226749,2.5254701900610764e-07
h_05,line,69 kV Haina – Kilómetro 10.5_a,WHAINF,WXBOHF,37.45093693150385,24.916029690216362
h_05,line,69 kV Haina – REFIDOMSA_b,WXOJIF,WXGBOF,37.29952151602631,17.495461787500307
h_05,line,69 kV Derivación Ojiva,WXOJIF,WOJIVF,3.547610029435462,2.805843744763427
h_05,line,69 kV Derivación Khoury Industrial,WXKINF,WKINDF,8.079318703851564,5.719150407522319
h_05,line,69 kV Haina – Herrera_d L1,WXHE1F,WXALDF,30.25379656939825,24.414891781008635
h_05,line,69 kV Haina – Herrera_c L1,WXALDF,WXCOHF,30.14228344445406,24.322726926073805
h_05,line,69 kV Haina – Herrera_c L2,WXPFLF,WXHE1F,1.5286708752974207,-1.2216593353420724
h_05,line,69 kV km 15 de Azua – Sabana Yegua_b,WMAGUF,WXVILF,2.2596985727127477,-1.0841134571841757
h_05,line,69 kV Elías Piña – San Juan 2_b,WXDROF,WXLMFF,12.45179577602915,9.397509052029616
h_05,line,69 kV Elías Piña – San Juan 2_a,WXDROF,WSJU2F,9.516906839966708,-7.198511005523876
h_05,line,69 kV Pizarrete – Madre Vieja_h,WXAISF,WMVIEF,15.193252666439475,9.234227340897307
h_05,line,69 kV Pizarrete – Madre Vieja_f,WXYAGF,WXAISF,16.302438671769806,10.179180954387961
h_05,line,69 kV LAFZID – Cementos Colón_c,WXCCOF,WXARDF,2.4143583895124587,-1.8188608663284107
h_05,line,69 kV Palamara – Madre Vieja_f,WXARDF,WXADOF,37.8974165815541,-28.156518220575926
h_05,line,69 kV Derivación LAFZID,WXAD2F,,0.009424580545924585,1.6728953244191296e-10
h_05,line,69 kV Pizarrete – Madre Vieja_d,WXPZ1F,WXICAF,44.65590326246361,30.321481694739106
h_05,line,69 kV Sabana Yegua – San Juan_a,WSYEGF,WXSYE2F,0.5326612992223291,0.2383495003830441
h_05,line,69 kV Haina – REFIDOMSA_d,WXGBOF,WRPETF,41.88804339196294,31.126990153000527
h_05,line,69 kV Palamara – Madre Vieja_a,WPALBF,WXPA1F,38.61750490622964,29.415170460927015
h_05,line,69 kV Palamara – Madre Vieja_c,WXPA2F,WXAD2F,38.50607213027082,28.8462851762906
h_05,line,69 kV Derivación Multiparques,WRPETF,WMLTPF,24.60184548312561,18.609757184537376
h_05,line,69 kV Palamara – Madre Vieja_e,WXAD2F,WXADOF,37.91916492131797,28.211009454285485
h_05,line,69 kV Derivación Lucila,WXPZ1F,WLUCIF,0.043592258505206476,0.01137696804804151
h_05,line,69 kV Derivación S/E Móvil ETED,WXGBOF,WMETEF,53.64584032841897,-42.29099766622614
h_05,line,138 kV Duvergé – Jimaní,WJIBPE,WDUVEF,3.391633133688385,-2.4924756719999577
h_05,line,138 kV Palamara – SCN L2_a,WXSC2E,WPAL1E,7.894718349423051,-8.687604484511516
h_05,line,138 kV SCN – Valdesia L2_b,WVALBE,WXSC2E,7.064738762545218,5.410497824172413
h_05,line,138 kV Palamara – SCN L1_a,WXSC2E,WPAL1E,7.894718349423051,-8.687604484511516
h_05,line,138 kV SCN – Valdesia L1_b,WVALBE,WXSC2E,7.064738762545218,5.410497824172413
h_05,line,138 kV Cruce Cabral 2 – km 15 de Azua L2,WKQA1E,WCC21E,7.30535346506585,9.718634577958214
h_05,line,138 kV Aguacate – Valdesia,WVALBE,WAGUBE,25.802651262956843,-40.43066323092946
h_05,line,138 kV Pizarrete – Valdesia,WPIZAE,WVALBE,18.69513897174521,-54.115821187981396
h_05,line,138 kV Aguacate – Jigüey,WJIGBE,WAGUBE,9.787400909668246,15.21319071682005
h_05,line,138 kV km 15 de Azua – Monte Río_a,WKQA1E,WX2PAE,1.0300174089391236,2.2568460418591045
h_05,line,138 kV Jigüey – Valdesia_b,WXAGUE,WVALBE,16.022632341620774,25.10789809075668
h_05,line,138 kV Bayasol – km 15 de Azua_b,WXK15E,WBAYAE,10.08019987648389,-12.721456505523243
h_05,line,138 kV Bayasol – km 15 de Azua_c,WKQA1E,WXK15E,10.064417878364859,-12.667402200440131
h_05,line,138 kV Matafongo – Pizarrete_b,WXMA1E,WXPIZE,10.382832911102577,-2.3661873242633398
h_05,line,138 kV km 15 de Azua – Matafongo_a,WKQA1E,WXMA2E,12.334076444410039,-15.961251956456376
h_05,line,138 kV Jigüey – Valdesia_a,WJIGBE,WXAGUE,16.089787068025313,25.160329852291387
h_05,line,138 kV Julio Sauri – Palamara L1,WJSA1E,WPAL1E,32.122164126226416,97.9281292784093
h_05,line,138 kV Julio Sauri – Palamara L2,WJSA1E,WPAL1E,32.122164126226416,97.9281292784093
h_05,line,138 kV Bar Carbón – Cruce Cabral 2 L2,WBCA1E,WCC21E,11.233269611353638,13.742220400350828
h_05,line,138 kV Bar Carbón – Cruce Cabral 2 L1,WBCA1E,WCC21E,11.233269611353638,13.742220400350828
h_05,line,138 kV Cruce Cabral 2 – km 15 de Azua L1,WKQA1E,WCC21E,7.30535346506585,9.718634577958214
h_05,line,138 kV Cruce de Cabral 2 – Los Cocos L1,WCC21E,WLCOCE,3.9012654091229164,3.2062814899713397
h_05,line,138 kV Cruce de Cabral 2 – Los Cocos L1a,WCC21E,WLCOCE,3.9012654091229164,3.2062814899713397
h_05,line,138 kV Palenque – Punta Catalina_b,WXPI2E,WXPA1E,6.951351840330888,-22.033297102276673
h_05,line,138 kV Julio Sauri – Pizarrete_c,WPIZAE,WXSCNF,20.1181511612708,-62.84201335247299
h_05,line,69 kV Sabana Yegua – San Juan_b,WXSYE2F,WXGU1F,0.5779350854631232,0.2383411674797295
h_05,line,69 kV Sabana Yegua – San Juan_c,WXGU1F,WXGU2F,0.5911388486879183,0.23832789986523695
h_05,line,69 kV Sabana Yegua – San Juan_d,WXGU2F,WSJU2F,3.230495431509576,-1.427179666735781
h_05,line,138 kV Palomino – San Juan 2_a,WPLM1E,WXPL1E,5.790930961470028,7.517875686101361
h_05,line,138 kV Julio Sauri – Pizarrete_b,WJSA1E,WXSCNF,20.28214661724812,63.30107131194909
h_05,line,138 kV Julio Sauri – Palenque_a,WXPA2E,WJSA1E,15.099147884306067,-42.65640468322275
h_05,line,138 kV Palenque – Punta Catalina_a,WPALEE,WXPA1E,6.986658167827057,22.051583840549497
h_05,line,138 kV Julio Sauri – Palenque_b,WPALEE,WXPA2E,14.738197548173748,-42.60602398552443
h_05,line,138 kV Kilómetro 15 de Azua – Palomino_b,WPLM1E,WXPL2E,5.387360597607934,-8.23419184300887
h_05,line,138 kV Palenque – Punta Catalina_d,WXPC2E,WPCA1E,6.931053241193699,22.033001731447314
h_05,line,345 kV Julio Sauri – Punta Catalina L2,WPCA1D,WJSA1D,17.011462806741687,275.64512092963326
h_05,line,138 kV km 15 de Azua – San Juan 2_a,WKQA1E,WXSJ2E,8.054942516719818,12.75439142100856
h_05,line,138 kV km 15 de Azua – Punta Catalina_b,WXPC1E,WPCA1E,6.914862249139452,-22.02036069410767
h_05,line,138 kV km 15 de Azua – Punta Catalina_a,WKQA1E,WXCA3E,6.902193986872686,-21.910028432040708
h_05,line,138 kV Calabaza – km 15 de Azua_b,WKQA1E,WCALAE,6.428792864532696,-19.355551458254794
h_05,line,138 kV Palomino – San Juan 2_b,WXPL1E,WSJU2E,6.109694691340229,7.509501094046481
h_05,line,138 kV km 15 de Azua – San Juan 2_b,WXSJ2E,WSJU2E,7.994397672411591,12.712756499483705
h_05,line,138 kV km 15 de Azua – Matafongo_b,WXMA2E,WMTFNE,10.141955606479346,-16.044022341178227
h_05,line,138 kV Matafongo – Pizarrete_a,WXMA1E,WMTFNE,8.860349799594468,2.366187324269117
h_05,line,138 kV Kilómetro 15 de Azua – Palomino_a,WXPL2E,WKQA1E,5.996001546291124,-8.241651476000452
h_05,line,34.5 kV Larimar 1 – Los Cocos 1,WLCO1K,WLAR1K,0.01680652940653329,6.371824164467399e-09
h_05,line,34.5 kV Larimar 2 – Los Cocos 2,WLCO1K,WLAR2K,0.01680652940653329,6.371824164467399e-09
h_05,line,138 kV Itabo TG – Julio Sauri L1,WJSA1E,WITAGE,9.23909430932274,20.841421410023095
h_05,line,138 kV Itabo TG – Julio Sauri L2,WJSA1E,WITAGE,9.23909430932274,20.841421410023095
h_05,line,138 kV Julio Sauri – Paraíso,WJSA1E,WPARAE,11.970355817620302,21.958174276650347
h_05,line,138 kV km 15 de Azua – Punta Catalina_d,WXCA3E,WXPC1E,6.900209509660364,-21.989304505346166
h_05,line,138 kV Matafongo – Pizarrete_c,WXPIZE,WPIZAE,11.594371592623919,-2.3675448906310956
h_05,line,138 kV Bayasol – Pizarrete_b,WBAYAE,WPIZAE,10.583289598408946,-12.774786618060253
h_05,line,138 kV Calabaza – Pizarrete_c,WXPC3E,WPIZAE,6.642345299976575,-19.449461142763603
h_05,line,138 kV Santanasol – Pizarrete_b,WPIZAE,WSANAE,1.8228095566168636,0.0025037089383468368
h_05,line,138 kV Girasol – Pizarrete_b,WXSA2E,WPIZAE,1.8228095566203857,-0.0023942652372351994
h_05,line,138 kV Palenque – Punta Catalina_c,WXPC2E,WXPI2E,6.931843565803295,-22.033001731442543
h_05,line,138 kV Girasol – Pizarrete_a,WXSA2E,WGIRAE,1.7952021475931594,0.002394265236275743
h_05,line,138 kV Girasol – Santanasol_b,WSANAE,WGIRAE,1.7952021475936104,0.0023942652361811072
h_05,line,138 kV km 15 de Azua –Powership KPS26 _b,WPAK2E,WX1PAE,1.3462072109219132,-2.214868028432001
h_05,line,138 kV Monte Río–Powership Azua KPS26_b,WPAK2E,WX3PAE,4.100556992890084,-1.0048316248326175
h_05,line,138 kV Calabaza – Pizarrete_b,WCALAE,WXPC3E,6.640325551337808,-19.421277910256233
h_05,line,138 kV km 15 de Azua –Powership KPS26 _a,WKQA1E,WX1PAE,1.3184114866372063,2.2155266108882485
h_05,line,138 kV Monte Río–Powership Azua KPS26_a,WX3PAE,WMRI2E,4.068111827334333,-1.0054869028315634
h_05,line,138 kV km 15 de Azua – Monte Río_b,WX2PAE,WMRI2E,1.0355897789768582,2.2564914198231505
h_05,line,138 kV Calabaza – Peravia L2,WPERAE,WCALAE,0.009528780348501183,-2.881706879255992e-13
h_05,line,138 kV Calabaza – Peravia L1,WPERAE,WCALAE,0.009528780348501183,-2.881706879255992e-13
h_05,line,138 kV Los Cocos – Pedernales L2_a,WLCOEE,,2.1587709602407132,0.0010854695678760408
h_05,line,138 kV Los Cocos – Pedernales L1_a,WLCOEE,WPEBPE,2.107467656290064,1.4659049546443372
h_05,line,138 kV Jumper Pedernales,WLCOCE,WLCOEE,4.1632551053708475,1.4670261744171451
h_05,line,138 kV Boca Chica – SPM 2_b,WXBC3E,WXJD1E,11.685528641449599,30.810138623129124
h_05,line,138 kV Boca Chica – SPM 2_c,WXJD1E,WSP2CE,11.409229714424269,30.727684997396732
h_05,line,138 kV Boca Chica – SPM 2_a,WXBC3E,WBCHIE,11.755576776356975,-30.810138623128303
h_05,line,138 kV Itabo – Palamara,WITA1E,WMETEE,48.29023842650711,65.40537665140637
h_05,line,138 kV Hainamosa – Palamara_b,WPAL1E,WXVM1E,39.04959281797825,-47.46240368849533
h_05,line,138 kV Palamara – Villa Mella_b,WVME1E,WXVM3E,22.979917712197732,13.206011743080873
h_05,line,138 kV Embajador – Los Prados,WEMBAE,WLPRAE,20.13793983526237,28.685395765769385
h_05,line,138 kV Hainamosa – Los Mina L1,WLM22E,WHNS1E,16.891626350315455,-25.49594865915733
h_05,line,138 kV Hainamosa – Los Mina L2,WLM22E,WHNS1E,16.891626350315455,-25.49594865915733
h_05,line,138 kV Timbeque 2 – Villa Duarte,WTI21E,WVDU2E,16.034232016106134,-44.300442010727245
h_05,line,138 kV Los Mina – Timbeque 2,WTI21E,WLM22E,32.4105686536721,-101.54047634477932
h_05,line,138 kV Itabo TG – UASD,WITAGE,WUASDE,7.609191806750036,15.560226286675313
h_05,line,138 kV Haina – Matadero L1,WHAINE,WMATBE,19.177060096696856,26.21238717687207
h_05,line,138 kV Haina – Matadero L2,WHAINE,WMATBE,19.177060096696856,26.21238717687207
h_05,line,138 kV Herrera – Itabo_b,WITA1E,WHERRE,37.15341907239207,58.50995703816812
h_05,line,138 kV Hainamosa – Villa Mella_a,WXVM2E,WHNS1E,53.789734703807746,-71.31628515421077
h_05,line,138 kV Herrera – Los Prados_b,WLPRAE,WHERRE,8.588608414943996,3.5498264201627125
h_05,line,138 kV Itabo – Los Prados_a,WXHE1E,WITA1E,23.526204575457182,-36.22510070986406
h_05,line,138 kV El Brisal – Hainamosa_a,WHNS1E,WXEBR1,26.900038267289002,35.02327656879027
h_05,line,138 kV César Nicolás Penson – Timbeque 2,WTI21E,WCNPAE,31.147743044136007,135.58038530905878
h_05,line,138 kV César Nicolás Penson – Metro,WMETRE,WCNPAE,10.813968076721494,-17.663559111188164
h_05,line,138 kV Embajador – Matadero,WMATBE,WEMBAE,49.71626518417937,78.00148016146701
h_05,line,138 kV Matadero – UASD,WUASDE,WMATBE,24.609851312820965,75.4515075685151
h_05,line,138 kV El Brisal – Hainamosa_b,WXEBR1,WEBRIE,23.09487819240739,34.9454964297105
h_05,line,138 kV Hainamosa – Villa Duarte_a,WHNS1E,WXEBR4,18.219814110938234,24.419112901260004
h_05,line,138 kV Itabo – Los Prados_b,WLPRAE,WXHE1E,23.571932404919455,-36.172356636084416
h_05,line,138 kV Metropolitano – Paraíso,WMETRE,WPARAE,9.469589367720204,4.066587822709977
h_05,line,138 kV Matadero – METALDOM,WMATBE,WMETAE,1.3906377958768292,2.100419531393339
h_05,line,138 kV Haina – Itabo L1,WHAINE,WITA1E,37.25170611840639,-49.43199654836912
h_05,line,138 kV Haina – Itabo L2,WITA1E,WHAINE,37.25170611840639,49.47583249981653
h_05,line,138 kV Itabo – ItaboTG,WITAGE,WITA1E,11.456379975634706,26.02840837597773
h_05,line,138 kV Los Mina – Los Mina 6,WLMI6E,WLM22E,5.032249401586122,-2.626424555464033
